province_code,province_name,sector_code,sector_name,sector_category,year,employed_thousands,avg_annual_salary_cad,unemployment_rate_pct,part_time_pct
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2010,3.01,85514.0,5.1,21.4
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2011,3.05,84179.0,4.3,13.7
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2012,3.1,89930.0,8.1,13.4
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2013,3.18,85820.0,8.2,17.0
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2014,3.03,89723.0,5.6,15.0
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2015,3.11,95186.0,7.0,13.1
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2016,3.14,96323.0,5.2,22.5
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2017,3.04,96847.0,7.2,26.0
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2018,3.14,100908.0,5.3,20.6
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2019,3.2,101974.0,5.3,16.1
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2020,3.23,101539.0,4.8,22.0
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2021,3.23,107526.0,6.2,24.3
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2022,3.23,115020.0,8.3,20.4
NL,Newfoundland and Labrador,PS-DEF,Defence and security services,Public Administration,2023,3.22,117315.0,3.8,18.9
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2010,12.14,94704.0,5.8,13.5
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2011,11.9,94339.0,7.3,20.1
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2012,12.0,92350.0,6.6,21.8
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2013,12.2,96714.0,7.8,12.6
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2014,12.27,103316.0,7.8,22.4
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2015,12.39,100725.0,5.2,23.3
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2016,12.19,103350.0,7.9,24.2
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2017,12.26,108359.0,8.4,23.3
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2018,12.23,115263.0,5.0,12.6
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2019,12.25,112329.0,3.5,23.7
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2020,12.67,117469.0,5.9,19.8
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2021,13.0,116430.0,6.1,18.9
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2022,12.95,125775.0,8.5,13.3
NS,Nova Scotia,PS-FED,Federal government,Public Administration,2023,12.83,126081.0,5.3,16.6
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2010,38.35,77499.0,6.0,26.7
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2011,38.62,77335.0,5.5,13.3
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2012,38.84,74417.0,4.5,15.2
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2013,38.83,78998.0,6.4,18.0
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2014,40.2,86813.0,5.6,23.0
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2015,40.36,94279.0,6.3,13.1
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2016,40.61,93554.0,7.1,16.6
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2017,41.45,95298.0,7.8,25.4
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2018,40.84,94163.0,3.8,25.7
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2019,39.84,96141.0,5.6,24.7
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2020,41.93,99887.0,8.4,14.4
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2021,43.34,103200.0,5.9,26.2
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2022,43.14,106054.0,4.8,18.7
NS,Nova Scotia,PS-PROV,Provincial and territorial government,Public Administration,2023,44.7,106652.0,5.8,17.2
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2010,20.34,68024.0,5.3,14.4
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2011,19.57,72774.0,4.2,23.1
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2012,20.21,68115.0,4.3,12.1
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2013,20.58,73415.0,8.4,12.7
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2014,21.31,76960.0,6.5,24.1
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2015,20.57,76500.0,6.5,27.9
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2016,21.43,77223.0,4.1,20.9
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2017,21.95,82338.0,7.3,26.3
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2018,21.61,77417.0,6.3,16.8
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2019,22.67,88926.0,6.9,27.6
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2020,21.29,88300.0,5.9,13.7
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2021,23.42,88184.0,3.8,26.9
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2022,22.7,90798.0,7.3,13.6
NS,Nova Scotia,PS-LOCAL,Local government,Public Administration,2023,23.23,86879.0,3.8,23.1
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2010,42.03,71813.0,7.6,23.5
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2011,42.06,72655.0,7.0,27.3
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2012,43.06,77162.0,5.7,24.1
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2013,43.9,79178.0,4.5,20.6
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2014,45.74,76709.0,3.7,18.5
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2015,47.06,82900.0,6.8,23.5
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2016,48.91,81751.0,6.6,20.6
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2017,49.28,81355.0,4.9,20.4
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2018,49.35,86315.0,4.0,21.5
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2019,51.11,86030.0,7.6,21.5
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2020,55.31,90418.0,5.7,25.8
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2021,56.88,93675.0,5.3,12.8
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2022,56.57,100126.0,5.4,27.1
NS,Nova Scotia,PS-HLTH,Health care and social assistance (public),Health & Social,2023,57.88,104678.0,4.0,17.4
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2010,29.54,75231.0,7.4,24.8
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2011,30.0,77512.0,3.8,26.8
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2012,30.94,80147.0,6.3,15.4
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2013,31.76,87075.0,3.7,22.9
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2014,32.21,84820.0,4.9,12.9
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2015,32.58,82749.0,6.2,22.3
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2016,33.29,85399.0,4.1,13.5
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2017,32.67,85639.0,4.2,15.6
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2018,33.44,89258.0,4.3,21.0
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2019,34.64,93710.0,8.1,14.4
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2020,32.2,97689.0,7.6,22.1
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2021,34.97,99032.0,7.0,12.3
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2022,36.85,98200.0,7.4,18.0
NS,Nova Scotia,PS-EDU,Educational services (public),Education,2023,36.35,103034.0,6.0,19.0
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2010,6.12,87994.0,8.3,14.8
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2011,6.09,88138.0,6.2,20.0
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2012,6.03,86374.0,4.9,23.1
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2013,6.1,95474.0,5.8,12.5
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2014,6.18,99815.0,7.2,20.3
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2015,6.17,98647.0,3.7,13.6
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2016,6.13,104517.0,3.6,20.9
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2017,6.13,109111.0,6.2,21.9
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2018,6.13,112952.0,4.1,26.8
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2019,6.14,103964.0,3.9,15.1
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2020,6.11,111392.0,5.2,14.7
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2021,6.37,117342.0,7.3,26.3
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2022,6.2,122063.0,8.1,13.4
NS,Nova Scotia,PS-UTIL,Utilities (public),Utilities,2023,6.3,123606.0,8.3,18.6
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2010,4.98,71654.0,7.3,12.5
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2011,5.02,76099.0,4.7,22.7
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2012,4.95,73305.0,7.6,19.9
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2013,5.15,74523.0,6.0,15.2
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2014,5.27,80721.0,8.0,26.0
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2015,5.31,83196.0,8.2,21.1
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2016,5.26,82249.0,5.2,16.6
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2017,5.47,84805.0,6.0,26.2
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2018,5.32,86264.0,5.6,19.4
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2019,5.47,91020.0,4.5,23.5
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2020,5.08,90519.0,7.8,16.7
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2021,5.57,95732.0,7.5,22.6
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2022,5.43,100239.0,5.6,25.0
NS,Nova Scotia,PS-TRANS,Transportation and warehousing (public),Transportation,2023,5.41,94114.0,8.1,18.3
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2010,7.77,86616.0,4.6,25.5
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2011,8.04,86629.0,4.7,19.9
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2012,7.98,87732.0,3.9,21.2
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2013,7.94,92694.0,5.7,18.4
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2014,7.97,90832.0,6.0,19.6
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2015,8.15,99764.0,5.2,24.8
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2016,8.48,98032.0,6.4,16.6
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2017,8.51,104242.0,6.9,16.1
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2018,8.4,99318.0,5.4,26.0
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2019,8.59,108704.0,3.7,18.3
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2020,8.66,105639.0,6.2,18.2
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2021,8.51,107052.0,5.8,26.3
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2022,8.81,111230.0,6.7,27.6
NS,Nova Scotia,PS-DEF,Defence and security services,Public Administration,2023,8.51,109202.0,7.8,15.6
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2010,3.0,90383.0,3.6,20.9
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2011,3.01,95573.0,5.3,18.6
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2012,3.01,92514.0,7.4,14.2
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2013,3.03,98267.0,3.5,16.8
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2014,3.09,105926.0,4.9,19.4
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2015,3.06,105231.0,7.0,21.2
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2016,3.01,108145.0,4.4,24.2
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2017,3.15,107095.0,4.5,15.0
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2018,3.04,111287.0,4.6,23.6
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2019,3.08,111338.0,7.9,24.8
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2020,3.28,121140.0,6.9,20.4
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2021,3.22,117590.0,4.0,17.1
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2022,3.22,128133.0,5.7,22.8
NT,Northwest Territories,PS-FED,Federal government,Public Administration,2023,3.22,115936.0,4.3,24.8
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2010,7.99,79653.0,7.3,17.7
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2011,8.06,80112.0,4.8,14.2
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2012,8.29,79279.0,6.7,17.6
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2013,8.03,84450.0,6.9,20.6
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2014,8.21,85659.0,7.7,13.2
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2015,8.26,84803.0,7.7,21.3
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2016,8.49,89363.0,6.9,24.3
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2017,8.89,96590.0,3.8,21.5
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2018,8.55,89971.0,5.1,23.7
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2019,8.89,96038.0,3.7,26.0
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2020,8.43,101019.0,3.6,20.9
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2021,9.03,105656.0,5.7,26.8
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2022,9.06,107262.0,3.8,27.3
NT,Northwest Territories,PS-PROV,Provincial and territorial government,Public Administration,2023,8.88,105803.0,5.8,15.5
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2010,3.96,64284.0,4.6,19.2
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2011,4.09,71724.0,6.9,22.3
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2012,4.09,70526.0,5.4,12.7
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2013,4.12,74251.0,5.7,15.9
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2014,4.15,76188.0,4.7,13.0
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2015,4.25,76961.0,5.4,18.9
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2016,4.27,82360.0,7.3,27.0
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2017,4.31,83499.0,7.2,19.3
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2018,4.44,82211.0,5.1,13.7
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2019,4.44,87393.0,5.6,20.9
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2020,4.22,87330.0,6.6,19.3
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2021,4.63,85539.0,4.6,16.4
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2022,4.59,89988.0,3.5,14.6
NT,Northwest Territories,PS-LOCAL,Local government,Public Administration,2023,4.57,95932.0,5.1,20.8
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2010,5.86,72646.0,8.2,13.7
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2011,6.15,73543.0,8.4,21.9
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2012,6.15,81305.0,3.9,27.6
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2013,6.56,75220.0,5.6,18.1
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2014,6.68,80025.0,8.5,18.1
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2015,6.77,84140.0,3.8,26.8
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2016,6.89,80880.0,4.2,20.5
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2017,7.22,88091.0,4.3,15.9
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2018,7.46,88366.0,7.0,28.0
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2019,7.49,90258.0,6.9,13.0
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2020,7.82,93916.0,6.4,17.8
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2021,8.22,90907.0,4.5,21.0
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2022,8.08,98494.0,5.9,17.1
NT,Northwest Territories,PS-HLTH,Health care and social assistance (public),Health & Social,2023,8.14,93610.0,3.6,27.8
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2010,3.92,73791.0,4.3,16.5
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2011,4.08,78936.0,7.5,27.3
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2012,4.12,79514.0,7.4,14.4
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2013,4.16,79961.0,5.2,14.5
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2014,4.24,81139.0,8.3,13.6
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2015,4.37,85056.0,6.2,17.1
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2016,4.34,83307.0,4.4,19.5
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2017,4.41,89262.0,8.2,20.1
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2018,4.42,92871.0,7.1,23.5
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2019,4.57,87384.0,4.9,13.6
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2020,4.38,101280.0,4.7,13.0
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2021,4.76,99069.0,6.6,24.7
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2022,4.73,103586.0,6.2,21.0
NT,Northwest Territories,PS-EDU,Educational services (public),Education,2023,4.76,102422.0,4.6,27.7
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2010,1.02,90789.0,6.5,15.9
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2011,0.98,94047.0,7.4,21.4
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2012,1.03,95964.0,7.3,16.7
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2013,1.01,95412.0,7.0,16.5
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2014,1.02,100543.0,4.0,17.2
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2015,1.01,92049.0,5.9,21.1
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2016,1.03,102401.0,4.8,25.8
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2017,1.0,104518.0,7.4,13.0
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2018,1.02,102073.0,8.4,23.3
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2019,1.06,109793.0,4.4,22.2
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2020,1.02,110674.0,7.3,19.2
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2021,1.03,115030.0,8.1,16.0
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2022,1.04,123837.0,6.7,24.5
NT,Northwest Territories,PS-UTIL,Utilities (public),Utilities,2023,1.02,119682.0,4.3,15.4
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2010,1.0,72906.0,5.7,15.9
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2011,1.01,76895.0,5.7,18.6
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2012,1.0,78687.0,5.7,12.3
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2013,1.04,76938.0,7.1,25.9
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2014,1.03,76195.0,6.6,21.7
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2015,1.04,80956.0,4.1,22.5
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2016,1.04,81468.0,5.1,15.3
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2017,1.05,85847.0,8.1,26.0
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2018,1.06,80056.0,8.3,19.4
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2019,1.08,85421.0,5.5,16.1
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2020,1.01,91584.0,4.5,27.4
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2021,1.12,91571.0,6.9,17.3
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2022,1.11,97225.0,8.2,16.8
NT,Northwest Territories,PS-TRANS,Transportation and warehousing (public),Transportation,2023,1.11,94079.0,6.8,19.2
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2010,1.0,81758.0,6.9,16.3
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2011,1.0,87354.0,5.2,17.3
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2012,1.03,90889.0,4.5,20.7
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2013,1.02,89234.0,8.2,18.8
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2014,1.02,90851.0,3.7,23.5
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2015,1.03,102086.0,3.8,24.4
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2016,1.04,98164.0,4.4,27.9
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2017,1.03,102423.0,6.7,23.8
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2018,1.06,106238.0,4.4,12.0
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2019,1.03,100943.0,4.1,15.0
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2020,1.05,108267.0,3.8,26.7
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2021,1.09,106374.0,8.3,14.3
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2022,1.09,117167.0,7.0,13.5
NT,Northwest Territories,PS-DEF,Defence and security services,Public Administration,2023,1.07,122139.0,6.5,27.8
NU,Nunavut,PS-FED,Federal government,Public Administration,2010,1.98,97557.0,8.4,22.8
NU,Nunavut,PS-FED,Federal government,Public Administration,2011,1.99,96510.0,5.3,12.1
NU,Nunavut,PS-FED,Federal government,Public Administration,2012,2.02,98857.0,4.8,19.9
NU,Nunavut,PS-FED,Federal government,Public Administration,2013,2.01,99773.0,3.9,23.6
NU,Nunavut,PS-FED,Federal government,Public Administration,2014,2.06,102426.0,4.9,15.1
NU,Nunavut,PS-FED,Federal government,Public Administration,2015,2.05,101516.0,7.0,22.4
NU,Nunavut,PS-FED,Federal government,Public Administration,2016,2.07,108893.0,4.0,14.5
NU,Nunavut,PS-FED,Federal government,Public Administration,2017,2.09,109219.0,8.1,26.7
NU,Nunavut,PS-FED,Federal government,Public Administration,2018,2.09,114341.0,5.6,12.1
NU,Nunavut,PS-FED,Federal government,Public Administration,2019,2.07,113081.0,4.0,17.6
NU,Nunavut,PS-FED,Federal government,Public Administration,2020,2.18,119667.0,6.5,14.3
NU,Nunavut,PS-FED,Federal government,Public Administration,2021,2.23,119888.0,4.9,17.3
NU,Nunavut,PS-FED,Federal government,Public Administration,2022,2.14,126831.0,7.3,23.1
NU,Nunavut,PS-FED,Federal government,Public Administration,2023,2.14,127852.0,6.9,15.1
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2010,4.99,76577.0,5.7,13.8
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2011,5.03,76455.0,4.3,14.1
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2012,5.14,83313.0,5.3,17.2
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2013,5.18,81790.0,8.1,16.8
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2014,5.11,88846.0,5.2,24.8
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2015,5.26,90306.0,8.4,20.8
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2016,5.32,92158.0,3.7,24.9
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2017,5.24,90737.0,6.3,12.7
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2018,5.3,92238.0,3.9,19.6
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2019,5.36,93256.0,4.4,24.2
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2020,5.26,99500.0,8.3,21.5
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2021,5.62,105489.0,7.0,25.1
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2022,5.73,103938.0,5.1,13.7
NU,Nunavut,PS-PROV,Provincial and territorial government,Public Administration,2023,5.66,109071.0,4.9,13.5
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2010,1.98,68084.0,6.6,18.7
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2011,1.99,71826.0,5.3,23.5
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2012,2.09,76231.0,5.9,27.5
NU,Nunavut,PS-LOCAL,Local government,Public Administration,2013,2.08,69578.0,5.9,12.4
